downloads,documentation,link_update
http://www.nyc.gov/html/dcp/download/bytes/nycgwi_13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nycgwi_13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nycgwi_13dav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nycgwi_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2000_12c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2000_13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2000_13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2000_13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2000_13dav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2000_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2000wi_12c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2000wi_13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2000wi_13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2000wi_13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2000wi_13dav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2000wi_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2010_12c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2010_13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2010_13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2010_13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2010_13dav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2010_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2010wi_12c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2010wi_13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2010wi_13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2010wi_13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2010wi_13dav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyct2010wi_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyed_12c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyed_13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyed_13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyed_13b_postredist.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyed_13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyed_13dav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyed_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyedwi_13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyedwi_13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyedwi_13b_postredist.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyedwi_13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyedwi_13dav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyedwi_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyfb_12c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyfb_13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyfb_13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyfb_13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyfb_13dav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyfb_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyfc_12c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyfc_13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyfc_13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyfc_13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyfc_13dav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyfc_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyfd_12c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyfd_13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyfd_13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyfd_13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyfd_13dav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyfd_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyha_12c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyha_13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyha_13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyha_13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyha_13dav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyha_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyhc_12bav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyhc_12c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyhc_13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyhc_13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyhc_13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyhc_13dav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyhc_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyhez_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nymc_12c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nymc_13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nymc_13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nymc_13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nymc_13dav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nymc_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nymcwi_13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nymcwi_13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nymcwi_13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nymcwi_13dav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nymcwi_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nynta_12aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nynta_12bav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nynta_12c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nynta_13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nynta_13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nynta_13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nynta_13dav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nynta_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nypp_12c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nypp_13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nypp_13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nypp_13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nypp_13dav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nypp_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nysd_12c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nysd_13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nysd_13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nysd_13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nysd_13dav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nysd_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyss_12c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyss_13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyss_13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyss_13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyss_13dav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nyss_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nysswi_13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nysswi_13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nysswi_13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nysswi_13dav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/nysswi_14aav.zip,,
http://www.nyc.gov/html/dcp/download/bytes/pad11a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/pad11b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/pad12a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/pad12b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/pad12c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/pad13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/pad13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/pad13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/pad13d.zip,,
http://www.nyc.gov/html/dcp/download/bytes/pad14a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/pluto_sample.zip,,
http://www.nyc.gov/html/dcp/download/bytes/qn_mappluto_13v1.zip,,
http://www.nyc.gov/html/dcp/download/bytes/qn_mappluto_shp.zip,,
http://www.nyc.gov/html/dcp/download/bytes/qn_mappluto_tab.zip,,
http://www.nyc.gov/html/dcp/download/bytes/qn_mappluto13v2.zip,,
http://www.nyc.gov/html/dcp/download/bytes/qntl_shp.zip,,
http://www.nyc.gov/html/dcp/download/bytes/qntl_tab.zip,,
http://www.nyc.gov/html/dcp/download/bytes/si_mappluto_13v1.zip,,
http://www.nyc.gov/html/dcp/download/bytes/si_mappluto13v2.zip,,
http://www.nyc.gov/html/dcp/download/bytes/snd12c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/snd13a.zip,,
http://www.nyc.gov/html/dcp/download/bytes/snd13b.zip,,
http://www.nyc.gov/html/dcp/download/bytes/snd13c.zip,,
http://www.nyc.gov/html/dcp/download/bytes/snd13d.zip,,
http://www.nyc.gov/html/dcp/download/bytes/snd14a.zip,,
